common_name,scientific_name,observation_count,state,county,locality,latitude,longitude,observation_date,observer_id,geom
South Polar Skua,Stercorarius maccormicki,1,Massachusetts,Nantucket,North Atlantic Ocean,40.6272048,-69.3128928,8/26/2018,obsr171282,0101000020E6100000D9C9856F065451C076F2333F48504440
White-faced Ibis,Plegadis chihi,1,Massachusetts,Essex,Hamlin Reservation,42.6701936,-70.8094597,4/20/2018,obsr193047,0101000020E610000085BB0E30CEB351C087FE64E7C8554540
Tundra Swan,Cygnus columbianus,7,Massachusetts,Berkshire,Sheffield,42.11039,-73.35516,12/7/2018,obsr504709,0101000020E61000003B3602F1BA5652C019E76F42210E4540
South Polar Skua,Stercorarius maccormicki,1,Massachusetts,Nantucket,North Atlantic Ocean,40.6272048,-69.3128928,8/26/2018,obsr28559,0101000020E6100000D9C9856F065451C076F2333F48504440
Tufted Duck,Aythya fuligula,1,Massachusetts,Essex,South Peabody--Higgin's Marsh ,42.5231824,-70.944407,11/18/2018,obsr131673,0101000020E610000043C70E2A71BC51C0E1EB10A4F7424540
White-faced Ibis,Plegadis chihi,1,Massachusetts,Essex,Hamlin Reservation,42.6701936,-70.8094597,4/30/2018,obsr313872,0101000020E610000085BB0E30CEB351C087FE64E7C8554540
White-faced Ibis,Plegadis chihi,1,Massachusetts,Essex,Hamlin Reservation,42.6701936,-70.8094597,4/28/2018,obsr325709,0101000020E610000085BB0E30CEB351C087FE64E7C8554540
South Polar Skua,Stercorarius maccormicki,1,Massachusetts,Nantucket,North Atlantic Ocean,40.6272048,-69.3128928,8/26/2018,obsr131797,0101000020E6100000D9C9856F065451C076F2333F48504440
White-faced Ibis,Plegadis chihi,1,Massachusetts,Essex,Old Town Hill Trustee Land,42.7694666,-70.8574551,5/27/2018,obsr326286,0101000020E610000075125B8BE0B651C0A22EADE17D624540
Pink-footed Goose,Anser brachyrhynchus,1,Massachusetts,Bristol,"Barney Ave. fields, Rehoboth",41.786577,-71.285305,3/26/2018,obsr192631,0101000020E6100000A818E76F42D251C095641D8EAEE44440
South Polar Skua,Stercorarius maccormicki,1,Massachusetts,Nantucket,North Atlantic Ocean,40.6272048,-69.3128928,8/26/2018,obsr623594,0101000020E6100000D9C9856F065451C076F2333F48504440
Pacific Loon,Gavia pacifica,1,Massachusetts,Barnstable,"Herring Cove (42.046, -70.219)",42.0463901,-70.2189131,4/29/2018,obsr137539,0101000020E61000009F4A17AC028E51C0D92D5D1CF0054540
South Polar Skua,Stercorarius maccormicki,1,Massachusetts,Nantucket,North Atlantic Ocean,40.6272048,-69.3128928,8/26/2018,obsr131675,0101000020E6100000D9C9856F065451C076F2333F48504440
South Polar Skua,Stercorarius maccormicki,1,Massachusetts,Nantucket,North Atlantic Ocean,40.6272048,-69.3128928,8/26/2018,obsr128508,0101000020E6100000D9C9856F065451C076F2333F48504440
South Polar Skua,Stercorarius maccormicki,1,Massachusetts,Nantucket,North Atlantic Ocean,40.6272048,-69.3128928,8/26/2018,obsr546572,0101000020E6100000D9C9856F065451C076F2333F48504440
South Polar Skua,Stercorarius maccormicki,1,Massachusetts,Nantucket,North Atlantic Ocean,40.6272048,-69.3128928,8/26/2018,obsr131821,0101000020E6100000D9C9856F065451C076F2333F48504440
South Polar Skua,Stercorarius maccormicki,1,Massachusetts,Nantucket,North Atlantic Ocean,40.6272048,-69.3128928,8/26/2018,obsr788987,0101000020E6100000D9C9856F065451C076F2333F48504440
South Polar Skua,Stercorarius maccormicki,1,Massachusetts,Nantucket,North Atlantic Ocean,40.6272048,-69.3128928,8/26/2018,obsr319662,0101000020E6100000D9C9856F065451C076F2333F48504440
South Polar Skua,Stercorarius maccormicki,1,Massachusetts,Barnstable,"North Atlantic Ocean (41.6235,-68.4289)",41.623518,-68.428896,7/28/2018,obsr652740,0101000020E6100000A7583508731B51C0D13B1570CFCF4440
White-faced Ibis,Plegadis chihi,1,Massachusetts,Essex,Hamlin Reservation,42.6701936,-70.8094597,4/29/2018,obsr134697,0101000020E610000085BB0E30CEB351C087FE64E7C8554540
White-faced Ibis,Plegadis chihi,1,Massachusetts,Essex,Shea's Pool,42.6533389,-70.8088108,4/18/2018,obsr272549,0101000020E6100000B4A95F8EC3B351C0315AEC9BA0534540
Painted Bunting,Passerina ciris,1,Massachusetts,Barnstable,"Marstons Mills, Barnstable US-MA (41.6722,-70.3943)",41.672189,-70.394312,4/1/2018,obsr429230,0101000020E6100000E71A66683C9951C090DD054A0AD64440
White-faced Ibis,Plegadis chihi,1,Massachusetts,Essex,Hamlin Reservation,42.6701936,-70.8094597,5/11/2018,obsr592046,0101000020E610000085BB0E30CEB351C087FE64E7C8554540
South Polar Skua,Stercorarius maccormicki,1,Massachusetts,Nantucket,North Atlantic Ocean,40.6272048,-69.3128928,8/26/2018,obsr228690,0101000020E6100000D9C9856F065451C076F2333F48504440
South Polar Skua,Stercorarius maccormicki,1,Massachusetts,Nantucket,North Atlantic Ocean,40.6272048,-69.3128928,8/26/2018,obsr737859,0101000020E6100000D9C9856F065451C076F2333F48504440
Painted Bunting,Passerina ciris,1,Massachusetts,Barnstable,Marstons Mills,41.67438,-70.403302,3/29/2018,obsr137539,0101000020E6100000541A31B3CF9951C0CA89761552D64440
Painted Bunting,Passerina ciris,1,Massachusetts,Barnstable,MM feeder,41.679457,-70.401377,3/29/2018,obsr282210,0101000020E610000076172829B09951C0E6046D72F8D64440
Painted Bunting,Passerina ciris,1,Massachusetts,Barnstable,Marstons Mills,41.6729391,-70.4022678,4/5/2018,obsr806816,0101000020E6100000F84E71C1BE9951C08F5951DE22D64440
Tundra Swan,Cygnus columbianus,7,Massachusetts,Berkshire,Sheffield MA,42.1093461,-73.3539431,12/8/2018,obsr172133,0101000020E610000045C9F500A75652C0FBB8910DFF0D4540
South Polar Skua,Stercorarius maccormicki,1,Massachusetts,Nantucket,North Atlantic Ocean,40.6272048,-69.3128928,8/26/2018,obsr182621,0101000020E6100000D9C9856F065451C076F2333F48504440
Brown Pelican,Pelecanus occidentalis,1,Massachusetts,Dukes,Cape Poge Wildlife Refuge,41.3732984,-70.4515913,6/25/2018,obsr423890,0101000020E61000001F2A32DFE69C51C017D3F13DC8AF4440
White-faced Ibis,Plegadis chihi,1,Massachusetts,Essex,"Shea Brothers, Essex",42.6541116,-70.8074066,4/18/2018,obsr660813,0101000020E6100000C564BB8CACB351C095F7CCEDB9534540
South Polar Skua,Stercorarius maccormicki,1,Massachusetts,Nantucket,North Atlantic Ocean,40.6272048,-69.3128928,8/26/2018,obsr13149,0101000020E6100000D9C9856F065451C076F2333F48504440
White-faced Ibis,Plegadis chihi,1,Massachusetts,Essex,Appleton Farm (TTOR),42.642,-70.858,4/21/2018,obsr487706,0101000020E6100000F4FDD478E9B651C01904560E2D524540
South Polar Skua,Stercorarius maccormicki,1,Massachusetts,Nantucket,North Atlantic Ocean,40.6272048,-69.3128928,8/26/2018,obsr325709,0101000020E6100000D9C9856F065451C076F2333F48504440
Painted Bunting,Passerina ciris,1,Massachusetts,Barnstable,"Marstons Mills, Barnstable US-MA (41.6722,-70.3943)",41.672189,-70.394312,4/1/2018,obsr38456,0101000020E6100000E71A66683C9951C090DD054A0AD64440
South Polar Skua,Stercorarius maccormicki,7,Massachusetts,Nantucket,Georges Bank,40.902,-68.283,8/24/2018,obsr278955,0101000020E6100000273108AC1C1251C0FA7E6ABC74734440
White-faced Ibis,Plegadis chihi,1,Massachusetts,Essex,Hamlin Reservation,42.6701936,-70.8094597,4/22/2018,obsr343754,0101000020E610000085BB0E30CEB351C087FE64E7C8554540
South Polar Skua,Stercorarius maccormicki,1,Massachusetts,Nantucket,North Atlantic Ocean,40.6272048,-69.3128928,8/26/2018,obsr29517,0101000020E6100000D9C9856F065451C076F2333F48504440
White-faced Ibis,Plegadis chihi,1,Massachusetts,Essex,Hamlin Reservation,42.6701936,-70.8094597,4/24/2018,obsr132371,0101000020E610000085BB0E30CEB351C087FE64E7C8554540
South Polar Skua,Stercorarius maccormicki,1,Massachusetts,Nantucket,North Atlantic Ocean,40.6272048,-69.3128928,8/26/2018,obsr326432,0101000020E6100000D9C9856F065451C076F2333F48504440
Pink-footed Goose,Anser brachyrhynchus,1,Massachusetts,Bristol,"131 Barney Avenue, Rehoboth, Massachusetts, US (41.786, -71.286)",41.7860673,-71.2861892,3/26/2018,obsr532483,0101000020E6100000FA9D81EC50D251C03EFA70DA9DE44440
South Polar Skua,Stercorarius maccormicki,2,Massachusetts,Nantucket,"North Atlantic Ocean (40.9100,-68.7464)",40.909997,-68.746428,7/28/2018,obsr652740,0101000020E61000006534F279C52F51C0A33A1DC87A744440
Painted Bunting,Passerina ciris,1,Massachusetts,Barnstable,Marstons Mills,41.672048,-70.393041,3/29/2018,obsr38456,0101000020E61000002D3F7095279951C0CDAB3AAB05D64440
South Polar Skua,Stercorarius maccormicki,1,Massachusetts,Nantucket,North Atlantic Ocean,40.6272048,-69.3128928,8/26/2018,obsr676137,0101000020E6100000D9C9856F065451C076F2333F48504440
South Polar Skua,Stercorarius maccormicki,1,Massachusetts,Nantucket,North Atlantic Ocean,40.6272048,-69.3128928,8/26/2018,obsr194433,0101000020E6100000D9C9856F065451C076F2333F48504440
South Polar Skua,Stercorarius maccormicki,1,Massachusetts,Nantucket,North Atlantic Ocean,40.6272048,-69.3128928,8/26/2018,obsr320776,0101000020E6100000D9C9856F065451C076F2333F48504440
White-faced Ibis,Plegadis chihi,1,Massachusetts,Essex,newman road,42.7711481,-70.860014,5/25/2018,obsr222258,0101000020E61000008A0629780AB751C0AFEF1EFBB4624540
South Polar Skua,Stercorarius maccormicki,1,Massachusetts,Nantucket,North Atlantic Ocean,40.6272048,-69.3128928,8/26/2018,obsr200932,0101000020E6100000D9C9856F065451C076F2333F48504440
White-faced Ibis,Plegadis chihi,2,Massachusetts,Essex,Hamlin Reservation,42.6701936,-70.8094597,4/28/2018,obsr131797,0101000020E610000085BB0E30CEB351C087FE64E7C8554540
Tundra Swan,Cygnus columbianus,7,Massachusetts,Berkshire,Sheffield,42.11039,-73.35516,12/7/2018,obsr391871,0101000020E61000003B3602F1BA5652C019E76F42210E4540
White-faced Ibis,Plegadis chihi,1,Massachusetts,Essex,Appleton Farm (TTOR),42.642,-70.858,4/21/2018,obsr146255,0101000020E6100000F4FDD478E9B651C01904560E2D524540
Tundra Swan,Cygnus columbianus,7,Massachusetts,Berkshire,Sheffield MA,42.1093461,-73.3539431,12/8/2018,obsr439844,0101000020E610000045C9F500A75652C0FBB8910DFF0D4540
South Polar Skua,Stercorarius maccormicki,1,Massachusetts,Nantucket,North Atlantic Ocean,40.6272048,-69.3128928,8/26/2018,obsr615830,0101000020E6100000D9C9856F065451C076F2333F48504440
South Polar Skua,Stercorarius maccormicki,1,Massachusetts,Nantucket,North Atlantic Ocean,40.6272048,-69.3128928,8/26/2018,obsr132371,0101000020E6100000D9C9856F065451C076F2333F48504440
South Polar Skua,Stercorarius maccormicki,3,Massachusetts,Barnstable,Georges Bank,41.53,-68.351,8/24/2018,obsr278955,0101000020E61000005839B4C8761651C0A4703D0AD7C34440
South Polar Skua,Stercorarius maccormicki,1,Massachusetts,Nantucket,North Atlantic Ocean,40.6272048,-69.3128928,8/26/2018,obsr176902,0101000020E6100000D9C9856F065451C076F2333F48504440
South Polar Skua,Stercorarius maccormicki,1,Massachusetts,Nantucket,"North Atlantic Ocean (40.6286,-68.9581)",40.62858,-68.958113,7/28/2018,obsr652740,0101000020E6100000D63730B9513D51C0B875374F75504440
White-faced Ibis,Plegadis chihi,1,Massachusetts,Essex,Essex - John Wise Ave,42.6495107,-70.7908726,4/27/2018,obsr177861,0101000020E61000005C131CA89DB251C07773A72A23534540
South Polar Skua,Stercorarius maccormicki,1,Massachusetts,Nantucket,North Atlantic Ocean,40.6272048,-69.3128928,8/26/2018,obsr311303,0101000020E6100000D9C9856F065451C076F2333F48504440
Ruff,Calidris pugnax,1,Massachusetts,Essex,"94â€“132 Scotland Rd, Newbury US-MA (42.7885,-70.9094)",42.788515,-70.909412,3/31/2019,obsr124513,0101000020E6100000C2A563CE33BA51C0E5B33C0FEE644540
Tundra Swan,Cygnus columbianus,1,Massachusetts,Plymouth,"1 White Island Road, Halifax, Massachusetts, US (42.002, -70.842)",42.0022248,-70.8421366,12/24/2019,obsr242220,0101000020E6100000F0F0E890E5B551C0BD9EF9E648004540
Tundra Swan,Cygnus columbianus,1,Massachusetts,Bristol,"Main St corn field Dighton US-MA (41.8193,-71.1551)",41.819269,-71.155121,12/11/2019,obsr1025654,0101000020E61000000F7BA180EDC951C035D07CCEDDE84440
Eared Grebe,Podiceps nigricollis,1,Massachusetts,Barnstable,Provincetown Harbor,42.0476822,-70.1639271,1/27/2019,obsr55625,0101000020E6100000665B17C87D8A51C0F8CC48731A064540
Tundra Swan,Cygnus columbianus,1,Massachusetts,Bristol,North Berm of Somerset Reservoir,41.7875848,-71.1384394,12/8/2019,obsr133267,0101000020E610000095DEED30DCC851C0D1692794CFE44440
Tundra Swan,Cygnus columbianus,1,Massachusetts,Bristol,"1004 North St, Somerset US-MA (41.7893,-71.1398)",41.789317,-71.13984,12/8/2019,obsr302209,0101000020E61000000DAB7823F3C851C0A296E65608E54440
Tundra Swan,Cygnus columbianus,1,Massachusetts,Bristol,"1182 Main Street, Dighton, Massachusetts, US (41.82, -71.155)",41.8196548,-71.1553838,12/14/2019,obsr532483,0101000020E610000001D5E4CEF1C951C03501D072EAE84440
Black-bellied Whistling-Duck,Dendrocygna autumnalis,6,Massachusetts,Plymouth,"150 Massachusetts 3A, Plymouth, Massachusetts, US (41.941, -70.62)",41.9408742,-70.6202269,6/22/2019,obsr282780,0101000020E61000005EE62ACCB1A751C03953D7906EF84440
Ruff,Calidris pugnax,1,Massachusetts,Essex,Side of road near Wet Meadows Viewing Platform,42.7883425,-70.9105664,3/31/2019,obsr761189,0101000020E610000088354BB846BA51C000C63368E8644540
Tufted Duck,Aythya fuligula,1,Massachusetts,Nantucket,Long Pond--Second Bridge,41.2814594,-70.1763501,1/16/2019,obsr432450,0101000020E61000005D09EE51498B51C06E1393DC06A44440
South Polar Skua,Stercorarius maccormicki,1,Massachusetts,Barnstable,"(42.153, -68.225)",42.1530261,-68.2248503,5/29/2019,obsr278955,0101000020E6100000BB3F83F2630E51C09B77F75B96134540
Mississippi Kite,Ictinia mississippiensis,1,Massachusetts,Plymouth,Schibley House,41.8935325,-70.5564201,5/27/2019,obsr132371,0101000020E610000092150D639CA351C0E1B4E0455FF24440
Black-bellied Whistling-Duck,Dendrocygna autumnalis,6,Massachusetts,Plymouth,"150 Massachusetts 3A, Plymouth, Massachusetts, US (41.941, -70.62)",41.9408742,-70.6202269,6/22/2019,obsr622859,0101000020E61000005EE62ACCB1A751C03953D7906EF84440
South Polar Skua,Stercorarius maccormicki,1,Massachusetts,Nantucket,"(39.967, -70.163)",39.9673899,-70.1628619,5/27/2019,obsr278955,0101000020E6100000EC9051546C8A51C0887DA76ED3FB4340
Tundra Swan,Cygnus columbianus,1,Massachusetts,Bristol,"1182 Main Street, Dighton, Massachusetts, US (41.82, -71.155)",41.8196548,-71.1553838,12/14/2019,obsr284949,0101000020E610000001D5E4CEF1C951C03501D072EAE84440
Western Tanager,Piranga ludoviciana,1,Massachusetts,Plymouth,Plympton,41.9590061,-70.8134505,12/3/2019,obsr538134,0101000020E61000008D9AAF920FB451C00F153EB6C0FA4440
Painted Bunting,Passerina ciris,1,Massachusetts,Barnstable,Pond Village,42.034924,-70.08587,5/11/2019,obsr806816,0101000020E6100000486DE2E47E8551C039ECBE6378044540
South Polar Skua,Stercorarius maccormicki,2,Massachusetts,Barnstable,"(41.914, -68.262)",41.9137546,-68.2623963,5/29/2019,obsr278955,0101000020E6100000DAC5D919CB1051C0E7C825E9F5F44440
Tufted Duck,Aythya fuligula,1,Massachusetts,Nantucket,"Madaket Bike Path, Nantucket, Massachusetts, US (41.284, -70.17)",41.2838425,-70.1699374,4/7/2019,obsr627965,0101000020E610000081D71D41E08A51C0815B77F354A44440
Mississippi Kite,Ictinia mississippiensis,1,Massachusetts,Plymouth,"GHOW, Kingston, MA (Restricted access)",41.9694717,-70.7569212,5/27/2019,obsr356118,0101000020E61000008AE99D6571B051C0E2F20EA617FC4440
Brown Pelican,Pelecanus occidentalis,1,Massachusetts,Nantucket,"Nantucket Island, Nantucket US-MA (41.2518,-70.1534)",41.25181,-70.153443,7/14/2019,obsr1325153,0101000020E610000035B39602D28951C02367614F3BA04440
Painted Bunting,Passerina ciris,1,Massachusetts,Barnstable,Pond Village,42.034924,-70.08587,5/11/2019,obsr280538,0101000020E6100000486DE2E47E8551C039ECBE6378044540
Western Tanager,Piranga ludoviciana,1,Massachusetts,Plymouth,"73 Clifford Rd, Plymouth US-MA (41.9300,-70.6153)",41.929969,-70.615262,12/20/2019,obsr284949,0101000020E61000002E1EDE7360A751C09CA5643909F74440
Tundra Swan,Cygnus columbianus,1,Massachusetts,Bristol,Corn Field,41.818475,-71.154456,12/14/2019,obsr903378,0101000020E6100000F12A6B9BE2C951C0FBCBEEC9C3E84440
Mississippi Kite,Ictinia mississippiensis,1,Massachusetts,Plymouth,"Route 3 x Route 44, Plymouth",41.9682422,-70.698997,5/24/2019,obsr171350,0101000020E610000023C0E95DBCAC51C0B5CD435CEFFB4440
Eared Grebe,Podiceps nigricollis,1,Massachusetts,Barnstable,"1 Macmillan Wharf, Provincetown US-MA (42.0513,-70.1849)",42.051317,-70.184931,1/27/2019,obsr106811,0101000020E61000001041D5E8D58B51C04A5D328E91064540
White-faced Ibis,Plegadis chihi,1,Massachusetts,Essex,Hamlin Reservation,42.6701936,-70.8094597,4/26/2020,obsr592046,0101000020E610000085BB0E30CEB351C087FE64E7C8554540
Mississippi Kite,Ictinia mississippiensis,1,Massachusetts,Bristol,"Riverside Cemetery, Fairhaven",41.6526013,-70.9123278,5/31/2020,obsr342615,0101000020E6100000D30E249463BA51C0DE697C7088D34440
Ruff,Calidris pugnax,1,Massachusetts,Bristol,Winsegansett Ave. Marsh,41.5976441,-70.8622672,7/3/2020,obsr325129,0101000020E6100000771AC4622FB751C0DC12149A7FCC4440
Ruff,Calidris pugnax,1,Massachusetts,Bristol,Winsegansett Ave. Marsh,41.5976441,-70.8622672,7/2/2020,obsr342615,0101000020E6100000771AC4622FB751C0DC12149A7FCC4440
Swallow-tailed Kite,Elanoides forficatus,1,Massachusetts,Barnstable,"North Pamet Rd., Truro",42.0009077,-70.037963,4/11/2020,obsr192631,0101000020E610000051DD5CFC6D8251C044E856BE1D004540
Townsend's Warbler,Setophaga townsendi,1,Massachusetts,Middlesex,"Mystic Lakes--Sandy Beach, Winchester",42.4417011,-71.1450577,9/19/2020,obsr1193910,0101000020E61000001C6217A048C951C0BA8D61A989384540
Sooty Tern,Onychoprion fuscatus,1,Massachusetts,Worcester,Wachusett Reservoir Gate 37,42.404618,-71.720236,8/5/2020,obsr643021,0101000020E6100000B859BC5818EE51C0BCAFCA85CA334540
White-faced Ibis,Plegadis chihi,1,Massachusetts,Essex,Old Town Hill Trustee Land,42.7694666,-70.8574551,5/28/2020,obsr133321,0101000020E610000075125B8BE0B651C0A22EADE17D624540
Northern Wheatear,Oenanthe oenanthe,1,Massachusetts,Essex,hellcat interpretive trail,42.7415893,-70.7949253,9/21/2020,obsr831419,0101000020E6100000D5905D0EE0B251C02248EF65EC5E4540
Pacific Loon,Gavia pacifica,1,Massachusetts,Barnstable,Race Point,42.0788748,-70.2207899,8/22/2020,obsr28559,0101000020E610000060F2F56B218E51C0413DC791180A4540
Ruff,Calidris pugnax,1,Massachusetts,Barnstable,Minimoy Island,41.6155707,-69.9987888,7/30/2020,obsr150104,0101000020E61000001CE7DB27EC7F51C01B704C05CBCE4440
Sooty Tern,Onychoprion fuscatus,1,Massachusetts,Worcester,carville basin,42.3970218,-71.6856544,8/5/2020,obsr301774,0101000020E6100000F216FEC2E1EB51C047663F9CD1324540
Northern Wheatear,Oenanthe oenanthe,1,Massachusetts,Essex,Parker River NWR,42.798101,-70.847459,9/22/2020,obsr1622093,0101000020E6100000DB6CACC43CB651C0D4F36E2C28664540
White-faced Ibis,Plegadis chihi,1,Massachusetts,Essex,Shea Brothers,42.653925,-70.807281,5/9/2020,obsr631156,0101000020E6100000A96BED7DAAB351C0B6847CD0B3534540
White-faced Ibis,Plegadis chihi,1,Massachusetts,Essex,"WFIB spotâ€”Hale St, Beverly (42.56401, -70.80226",42.564009,-70.802255,4/26/2020,obsr34603,0101000020E61000005C035B2558B351C028D3687231484540
Ruff,Calidris pugnax,1,Massachusetts,Bristol,Winsegansett Ave. Marsh,41.5976441,-70.8622672,7/2/2020,obsr1216603,0101000020E6100000771AC4622FB751C0DC12149A7FCC4440
Ruff,Calidris pugnax,1,Massachusetts,Bristol,Winsegansett Ave. Marsh,41.5976441,-70.8622672,7/3/2020,obsr131797,0101000020E6100000771AC4622FB751C0DC12149A7FCC4440
White-faced Ibis,Plegadis chihi,2,Massachusetts,Essex,Hamlin Reservation,42.6701936,-70.8094597,4/26/2020,obsr110716,0101000020E610000085BB0E30CEB351C087FE64E7C8554540
Sooty Tern,Onychoprion fuscatus,1,Massachusetts,Worcester,Wachusett Reservoir--Sawyer Bluff,42.3777183,-71.7237711,8/10/2020,obsr155732,0101000020E61000008E12054452EE51C0E4CCC01259304540
Ruff,Calidris pugnax,1,Massachusetts,Bristol,Winsegansett Ave. Marsh,41.5976441,-70.8622672,7/3/2020,obsr17927,0101000020E6100000771AC4622FB751C0DC12149A7FCC4440
Ruff,Calidris pugnax,1,Massachusetts,Bristol,Winsegansett Ave. Marsh,41.5976441,-70.8622672,7/3/2020,obsr131741,0101000020E6100000771AC4622FB751C0DC12149A7FCC4440
Ruff,Calidris pugnax,1,Massachusetts,Bristol,Winsegansett Ave. Marsh,41.5976441,-70.8622672,7/3/2020,obsr671739,0101000020E6100000771AC4622FB751C0DC12149A7FCC4440
Townsend's Warbler,Setophaga townsendi,1,Massachusetts,Middlesex,"Mystic Lakes--Sandy Beach, Winchester",42.4417011,-71.1450577,9/19/2020,obsr2498,0101000020E61000001C6217A048C951C0BA8D61A989384540
Sooty Tern,Onychoprion fuscatus,1,Massachusetts,Worcester,Wachusett Reservoir--Sawyer Bluff,42.3777183,-71.7237711,8/10/2020,obsr280538,0101000020E61000008E12054452EE51C0E4CCC01259304540
Ruff,Calidris pugnax,1,Massachusetts,Bristol,Winsegansett Ave. Marsh,41.5976441,-70.8622672,7/3/2020,obsr757557,0101000020E6100000771AC4622FB751C0DC12149A7FCC4440
Ruff,Calidris pugnax,1,Massachusetts,Bristol,Winsegansett Ave. Marsh,41.5976441,-70.8622672,7/3/2020,obsr359172,0101000020E6100000771AC4622FB751C0DC12149A7FCC4440
Ruff,Calidris pugnax,1,Massachusetts,Bristol,Winsegansett Ave. Marsh,41.5976441,-70.8622672,7/2/2020,obsr1197424,0101000020E6100000771AC4622FB751C0DC12149A7FCC4440
Ruff,Calidris pugnax,1,Massachusetts,Bristol,Winsegansett Ave. Marsh,41.5976441,-70.8622672,7/3/2020,obsr218947,0101000020E6100000771AC4622FB751C0DC12149A7FCC4440
Ruff,Calidris pugnax,1,Massachusetts,Bristol,Winsegansett Ave. Marsh,41.5976441,-70.8622672,7/3/2020,obsr300487,0101000020E6100000771AC4622FB751C0DC12149A7FCC4440
Tundra Swan,Cygnus columbianus,1,Massachusetts,Bristol,Muddy Cove Pond,41.814113,-71.1307942,2/24/2020,obsr532461,0101000020E61000006AE0A2EE5EC851C0CD1FD3DA34E84440
Ruff,Calidris pugnax,1,Massachusetts,Barnstable,"Navigation Road, Barnstable",41.7165201,-70.3671412,4/25/2020,obsr282210,0101000020E6100000E9C0CD3D7F9751C09C363EEEB6DB4440
Sooty Tern,Onychoprion fuscatus,1,Massachusetts,Plymouth,"The Kittansett Club, Marion",41.677471,-70.717111,8/4/2020,obsr127404,0101000020E610000085268925E5AD51C0847EA65EB7D64440
Sooty Tern,Onychoprion fuscatus,1,Massachusetts,Worcester,Wachusett Reservoir--Sawyer Bluff,42.3777183,-71.7237711,8/10/2020,obsr806816,0101000020E61000008E12054452EE51C0E4CCC01259304540
Ruff,Calidris pugnax,1,Massachusetts,Bristol,Winsegansett Ave. Marsh,41.5976441,-70.8622672,7/3/2020,obsr208295,0101000020E6100000771AC4622FB751C0DC12149A7FCC4440
Curlew Sandpiper,Calidris ferruginea,1,Massachusetts,Plymouth,"Third Cliff, Scituate",42.1697541,-70.7164097,8/2/2020,obsr1016815,0101000020E6100000610212A8D9AD51C053EE9980BA154540
Curlew Sandpiper,Calidris ferruginea,1,Massachusetts,Plymouth,"Third Cliff, Scituate",42.1697541,-70.7164097,8/6/2020,obsr1309165,0101000020E6100000610212A8D9AD51C053EE9980BA154540
Tundra Swan,Cygnus columbianus,1,Massachusetts,Bristol,Main Street Barn Fields,41.8153275,-71.1413986,1/3/2020,obsr131797,0101000020E6100000D0ACB6AC0CC951C0C503CAA65CE84440
Brown Pelican,Pelecanus occidentalis,1,Massachusetts,Plymouth,End of Manomet Point Road,41.9229695,-70.5407501,6/8/2020,obsr1764021,0101000020E6100000C2B34EA69BA251C04DDA54DD23F64440
Townsend's Warbler,Setophaga townsendi,1,Massachusetts,Middlesex,"Mystic Lakes--Sandy Beach, Winchester",42.4417011,-71.1450577,9/19/2020,obsr718019,0101000020E61000001C6217A048C951C0BA8D61A989384540
Townsend's Warbler,Setophaga townsendi,1,Massachusetts,Middlesex,"Mystic Lakes--Sandy Beach, Winchester",42.4417011,-71.1450577,9/19/2020,obsr753016,0101000020E61000001C6217A048C951C0BA8D61A989384540
Black-throated Gray Warbler,Setophaga nigrescens,1,Massachusetts,Essex,"Parker River National Wildlife Refuge, Newbury US-MA 42.74410, -70.79653",42.744101,-70.796526,9/15/2020,obsr95340,0101000020E61000007A1A3048FAB251C0E0F599B33E5F4540
Ruff,Calidris pugnax,1,Massachusetts,Bristol,Winsegansett Ave. Marsh,41.5976441,-70.8622672,7/3/2020,obsr406007,0101000020E6100000771AC4622FB751C0DC12149A7FCC4440
Curlew Sandpiper,Calidris ferruginea,1,Massachusetts,Plymouth,"Third Cliff, Scituate",42.1697541,-70.7164097,8/4/2020,obsr171350,0101000020E6100000610212A8D9AD51C053EE9980BA154540
American White Pelican,Pelecanus erythrorhynchos,1,Massachusetts,Plymouth,"1 Red Pine Ln, Wareham US-MA 41.79051, -70.71984",41.790512,-70.719844,2/9/2020,obsr1546846,0101000020E6100000328E91EC11AE51C03B8C497F2FE54440
Sooty Tern,Onychoprion fuscatus,9,Massachusetts,Berkshire,Pontoosuc Lake--Matt Reilly's,42.494788,-73.238981,8/4/2020,obsr209450,0101000020E610000062D7F6764B4F52C0043A9336553F4540
Sooty Tern,Onychoprion fuscatus,1,Massachusetts,Berkshire,Pontoosuc Lake,42.4958967,-73.2485962,8/5/2020,obsr1306728,0101000020E61000003B3A0900E94F52C0E058068B793F4540
Painted Bunting,Passerina ciris,1,Massachusetts,Barnstable,Areys Pond,41.7615249,-69.98276,4/7/2020,obsr1385838,0101000020E610000049F4328AE57E51C07A4BDEA579E14440
Sooty Tern,Onychoprion fuscatus,8,Massachusetts,Berkshire,Pontoosuc Lake,42.4958967,-73.2485962,8/4/2020,obsr504709,0101000020E61000003B3A0900E94F52C0E058068B793F4540
Tundra Swan,Cygnus columbianus,1,Massachusetts,Bristol,North Berm of Somerset Reservoir,41.7875848,-71.1384394,1/1/2020,obsr133267,0101000020E610000095DEED30DCC851C0D1692794CFE44440
Ruff,Calidris pugnax,1,Massachusetts,Bristol,Winsegansett Ave. Marsh,41.5976441,-70.8622672,7/2/2020,obsr816846,0101000020E6100000771AC4622FB751C0DC12149A7FCC4440
